sample,geneRLF,nanostring.date,cartridgeID,lane.number,fov.count,fov.counted,binding.density,linPC,linFlag,perFOV,imagingFlag,lod,llod,spcFlag,gd,pergd,averageHK,sn,bdFlag,normFlag,QCFlag
20181130_OTTA3-008-SYD-20H_TWMH00347_05,OTTA2018_C6830,2018-11-30,OTTA3-008-SYD-20H,5,555,552,0.17,1,Passed,99.45945945945947,Passed,9.621752287877426,-1.3717522878774258,Passed,50,90.9090909090909,740667.7470398727,76978.46763037641,Passed,Passed,Passed
20181204_OTTA3-009-SYD-20H_13050-180669-1020_09,OTTA2018_C6830,2018-12-04,OTTA3-009-SYD-20H,9,555,541,0.69,1,Passed,97.47747747747748,Passed,23.410659000309806,0.3393409996901955,Passed,55,100,3244664.3101118556,138597.73490651918,Passed,Passed,Passed
20181204_OTTA3-009-SYD-20H_DOVE40268_02,OTTA2018_C6830,2018-12-04,OTTA3-009-SYD-20H,2,555,545,0.19,0.99,Passed,98.1981981981982,Passed,7.756758532565592,-0.5067585325655921,Passed,46,83.63636363636363,593312.3405736582,76489.72674380992,Passed,Passed,Passed
20181204_OTTA3-009-SYD-20H_DOVE42240_07,OTTA2018_C6830,2018-12-04,OTTA3-009-SYD-20H,7,555,538,0.23,1,Passed,96.93693693693693,Passed,18.807987611298184,-4.807987611298184,Passed,51,92.72727272727272,716027.0007868716,38070.36752601568,Passed,Passed,Passed
20181204_OTTA3-009-SYD-20H_DOVE42601_05,OTTA2018_C6830,2018-12-04,OTTA3-009-SYD-20H,5,555,546,0.21,1,Passed,98.37837837837839,Passed,20.188988004400883,-4.188988004400882,Passed,42,76.36363636363637,875779.9125473538,43379.08925184598,Passed,Passed,Passed
20181204_OTTA3-009-SYD-20H_DOVE42685_06,OTTA2018_C6830,2018-12-04,OTTA3-009-SYD-20H,6,555,540,0.4,1,Passed,97.2972972972973,Passed,15.365773105863909,0.13422689413609135,Passed,53,96.36363636363636,1687010.190146062,109790.12761175439,Passed,Passed,Passed
20181204_OTTA3-009-SYD-20H_TLAX00307_11,OTTA2018_C6830,2018-12-04,OTTA3-009-SYD-20H,11,555,533,0.11,1,Passed,96.03603603603604,Passed,12.226296526234195,-3.4762965262341954,Passed,19,34.54545454545455,2677.0928994165993,218.96188217522047,Passed,Failed,Passed
20181204_OTTA3-009-SYD-20H_TMAY02650_10,OTTA2018_C6830,2018-12-04,OTTA3-009-SYD-20H,10,555,535,0.89,1,Passed,96.3963963963964,Passed,25.134996003196804,0.11500399680319617,Passed,55,100,677914.0587451768,26970.923673867146,Passed,Passed,Passed
20181204_OTTA3-009-SYD-20H_TNCO01850_03,OTTA2018_C6830,2018-12-04,OTTA3-009-SYD-20H,3,555,548,0.28,1,Passed,98.73873873873875,Passed,15.78326261720785,-2.03326261720785,Passed,55,100,1881093.0044884253,119182.77292285222,Passed,Passed,Passed
20181204_OTTA3-009-SYD-20H_TTRI20138_12,OTTA2018_C6830,2018-12-04,OTTA3-009-SYD-20H,12,555,544,0.75,1,Passed,98.01801801801801,Passed,21.535340385881547,0.21465961411845313,Passed,55,100,789022.4678192096,36638.49531426438,Passed,Passed,Passed
20181204_OTTA3-009-SYD-20H_TVAN20015_01,OTTA2018_C6830,2018-12-04,OTTA3-009-SYD-20H,1,555,546,0.19,1,Passed,98.37837837837839,Passed,22.514610016848817,-5.764610016848817,Passed,45,81.81818181818183,492853.3596555845,21890.3795929291,Passed,Passed,Passed
20181204_OTTA3-009-SYD-20H_TVAN21929_04,OTTA2018_C6830,2018-12-04,OTTA3-009-SYD-20H,4,555,541,0.28,1,Passed,97.47747747747748,Passed,23.115284908867316,-5.365284908867318,Passed,48,87.27272727272727,1263965.5574210142,54680.94217329508,Passed,Passed,Passed
20181204_OTTA3-009-SYD-20H_TWMH00347-R_08,OTTA2018_C6830,2018-12-04,OTTA3-009-SYD-20H,8,555,542,0.22,1,Passed,97.65765765765767,Passed,18.7829568022107,-3.5329568022106983,Passed,54,98.18181818181819,1032266.0203960212,54957.589013595905,Passed,Passed,Passed
