sample,FBN1,TCF7L1,CCL5,FN1,ADAMDEC1,CTSK,COL3A1,CD74,TIMP3,POSTN,CXCL9,SALL2,NUAK1,SLAMF7,CYTIP,TAP1,FCER1G,COL5A1,ABCC3,THBS2,COL1A2,CD3e,OLFML3,ADAM12,CRISPLD2,INHBA,GFPT2,SPARC,FAP,PDGFRB,LUM,CD3D,VCAN,EPB41L3,DCN,LRRC15,SLAMF8,CD27,COL5A2,LOX,COL11A1,CD2,PDZK1IP1,TMEM45A,CD38,HMGA2,CD8A,AXL,CXCL11,CD68,FGF1,CSF1R,TAGLN,TLR4,ZNF423
20180809_OTTA2-111-SYD-20H_TAOC10016-N1_04,-4.184013657009224,-5.423981507792865,-4.92334529847246,-1.313540899329628,-6.232342714832783,-3.278242206612238,0.8030802424567054,2.330264445677857,-3.330371545909735,-6.70689725235647,-5.0780009177696535,-2.899016309059949,-5.802046641636293,-5.137963707703267,-6.071717597044052,-3.8509277692843797,-3.846028486077489,-2.3607974537032446,-5.362898545076263,-5.135969355318608,1.0386520253281857,-8.380782545124681,-4.6603004448951335,-5.7906432292051635,-6.061863597276732,-7.2160960743383145,-8.170597727278825,0.31772141621420125,-6.913821211529116,-4.34891869913953,-3.473960439098255,-8.660739794485288,-5.67231317898962,-4.087995838825138,-1.8545599755995301,-9.531923990761797,-7.136463115840264,-8.100720802563826,-3.4187014954075203,-6.527673001458147,-6.852870528923756,-8.856303219166806,-2.9243495262386365,-5.486524032472596,-6.756225137572465,-5.4865228263206305,-7.830713789073745,-5.204631110004595,-4.472006263885942,-4.3595541533373074,-7.240413015539287,-6.875432223867958,-2.879050848082798,-5.1167354618891,-4.75296761109001
20180809_OTTA2-111-SYD-20H_TMAY01169-N1_03,-4.8462894835192944,-4.859523350874913,-5.276524399515743,-0.02586976961579235,-9.326195463482595,-2.778071272846799,1.1103454922563825,2.445556246130783,-0.9669896972108458,-5.244402681197228,-5.907684177405713,-4.474993984248743,-5.772919569548353,-5.969431873249872,-5.940070839934403,-5.73530802721917,-2.708688360410739,-2.7012559841281165,-2.397906298702717,-3.6341478711460393,0.3981139555943569,-7.567789100318978,-3.1175921254628753,-8.647630037954473,-5.253372191704928,-5.836063840170857,-8.28359606577833,0.14486249429389608,-5.019909889976753,-4.29517836669832,-2.2725547178579473,-7.975850158408972,-5.8497602182607,-2.9664423830041056,-1.6043340151816494,-8.736851251726918,-7.493384653851758,-6.447672112269108,-2.653950614830784,-4.521651422538737,-5.978072319086664,-6.9584279236574265,-3.3849040337338026,-6.1064883919482895,-7.884331441480572,-8.379496891416728,-6.368219630448124,-2.7561795828847835,-8.762483162001828,-3.411237153869762,-5.839319270899188,-4.363950631039927,-2.146148441999248,-4.03144556310032,-7.7421614366474
20180809_OTTA2-111-SYD-20H_TSRF40113-N1_06,-4.559652430011518,-4.110729828440093,-4.027087070101587,-1.2170709843535537,-5.760625309637163,-2.8533562325722963,0.45456785999354077,2.1787904366262225,-3.474418347014026,-6.156834135208266,-3.9327091135648042,-3.0183751268126136,-3.809258088756384,-4.06678660126486,-3.9675160386213255,-3.4016883725499856,-4.641712551758728,-2.0875093137475096,-1.654039833325815,-3.6059361043314127,0.9051497533242818,-6.039655330064686,-3.996670548087797,-8.419883547713583,-4.228328372934644,-5.926495378706263,-6.049200656199843,-0.027580418217862723,-4.304313515024833,-4.646262417244152,-2.3671986018451876,-4.793919546359859,-5.220654918146893,-3.4561854440932613,-2.2529475783988513,-3.579373986294489,-4.185283728254086,-3.1760418022973322,-3.031633937838326,-4.955000798079402,-3.262968317965158,-3.5968350784789695,-3.054729114595658,-4.095640344942202,-4.613174362786052,-5.139294768371489,-4.48068073734507,-5.251229019203476,-3.3863761712744234,-4.342971773721172,-4.982009183969271,-5.4987750556729384,-1.9407962889782073,-3.8037023703950203,-4.8590724303580375
20180809_OTTA2-112-SYD-20H_DOVE40039-N1_03,-3.8250168755763503,-5.048208524825081,-3.0718410113374106,-1.51063608764528,-8.330457902449655,-4.184817002506979,-0.11165707584995799,2.939284559515599,-1.971251867018426,-7.096649603582685,-6.826208589008003,-4.6298145141286655,-5.67625129135498,-5.314730217637447,-5.440289697430072,-4.349624536991616,-3.7324200728935883,-4.50032622093263,-1.7270081341733348,-5.4822879242306435,1.4704146932635362,-5.883998585749056,-3.526030472679848,-8.874257419006707,-7.035233407214317,-6.337820457803814,-9.457727403094811,0.660742676074445,-8.068543860852273,-5.671406159550729,-3.1164678468668163,-6.2639095957309,-6.494474506187711,-5.203361281379881,-3.406801900820393,-7.4191892025036426,-7.175708177894475,-7.309902487590348,-4.076155023248607,-7.267364162644135,-3.9365334680788235,-5.185085646440304,-2.525902733202314,-4.00641610028231,-7.988118562151484,-5.354021065125729,-4.514502421629941,-4.538517225810052,-23.376414929017987,-3.02414091394403,-6.907702068226276,-4.670773933766678,0.1626023121030452,-4.183137363924438,-5.210375701428323
20180809_OTTA2-112-SYD-20H_DOVE40268-N1_04,-3.257010845847623,-2.706062788974096,-8.104444981337092,-0.6598683795740932,-8.509809032254871,-3.0798259496144036,1.857549191695837,-0.8175866205702835,-1.3037626825025943,-6.532945956358947,-9.120999944811414,-1.9261246152576046,-4.165741587706949,-8.893968252435162,-7.480506299252737,-5.503191067465571,-5.88393885307343,-0.8849122439415754,-3.484395653462569,-5.226264764493832,1.9726850965663365,-10.77688467044523,-5.708381913948127,-7.1517945038992226,-6.504964195829247,-6.434676152390698,-8.0521438726453,0.8530684755346394,-5.600987683414442,-3.2747192911400504,-1.1196437482213715,-11.044766925529519,-3.9104936871492204,-5.823248285129037,-0.4283350288010883,-8.298001452799959,-10.339904706075174,-9.830253646006252,-3.349066444789971,-4.15837283640519,-4.099330917512062,-11.197254235044328,-6.808749524885288,-3.369571023686483,-10.178325006610127,-1.715282798519901,-9.71225189468732,-3.1257664387466573,-9.761037164776617,-5.706759948157326,-7.232140235329432,-8.682970574343479,-2.55523582726666,-6.139370037875912,-3.896614220724673
20180809_OTTA2-112-SYD-20H_DOVE43171-N1_01,-4.813284655339311,-6.647076329117233,-3.1314091690698036,-0.5525466701997892,-8.039129395956724,-3.765745022400936,0.6037909197115163,3.1580345756596095,-2.8686535064694856,-6.999729913999182,-3.274531463153131,-5.2204623099294825,-6.77804885054606,-4.693928572901597,-4.714712908034355,-2.5574073101735566,-2.850643826679339,-2.9463988334803917,-2.668204542554465,-5.075072526528606,0.9986627762808622,-5.87351306141997,-3.7033744169754637,-6.8776765270563,-6.402363864527777,-6.963994370214785,-8.150827704192414,0.662771161867626,-7.052830126948327,-4.589118433255361,-3.462413822692405,-5.595502538649976,-5.428274419369105,-4.490698809244755,-3.0556289350917556,-7.66043768002574,-6.286910776246656,-6.481414601577704,-2.2788382541204517,-5.539571028162582,-4.969054274487351,-5.053875972074861,-3.1193098065639675,-4.7945089836545804,-6.714801410778622,-7.638680772406505,-4.688797030600716,-4.430860776281884,-4.004612311369061,-2.5359613799591854,-7.233013597992459,-5.392006009898014,-1.1019939360759388,-4.402829700197165,-5.738307820344365
20180809_OTTA2-112-SYD-20H_DOVE43453-N1_02,-5.725213523317336,-4.493498824174207,-4.834846072227828,-1.1535845843788006,-7.185862562282211,-5.457542519836557,-1.2087360293771563,1.6643417953446722,-2.527803126986584,-7.3873311286027015,-6.1252884486194805,-3.7584472313382005,-5.718183972199004,-6.098107562966646,-6.377962583077928,-3.9477021738202653,-4.1308708515205295,-3.4931916887274417,-4.483171264444545,-6.089315721747266,-1.0686449937027662,-8.229189470760197,-5.2323433002652955,-9.985989157344049,-7.291331402355537,-7.836548047276176,-7.177179502434444,-0.6827251181399936,-7.622269409544785,-6.188747946387103,-4.314809904023541,-8.43974151308755,-7.497245677131465,-5.339312500680268,-3.2636482490767893,-10.115851382384768,-8.7348825722881,-8.306137434089273,-5.375339037664348,-6.7161149643752776,-6.825840403872741,-7.592241937758463,-3.5636024074338466,-4.060566165773249,-7.049211119754219,-7.807412550863981,-7.279068586096329,-5.05527207240452,-3.8966211760853904,-4.570335880422776,-8.308916136626006,-7.952397011378923,-3.2376327244608376,-6.313216165522203,-6.249320737198346
20180809_OTTA2-112-SYD-20H_TCNI00152-N1_08,-4.282170097634502,-4.557669057745464,-5.171835929658112,0.4941661560945765,-8.031549404445634,-3.701758107205512,0.7137454446314337,3.0105579606503543,-3.6940256839346373,-7.727333572675567,-7.18333164994022,-4.435591931144894,-5.273902358694492,-6.167809584995713,-5.983826624742942,-3.3127906379360565,-4.6855978643332366,-2.4320203339636484,-2.7720406981347545,-5.050918276266542,1.2270549741350516,-8.050726003005781,-4.513413340137687,-7.575366954352571,-5.6733096952909285,-8.219451816137758,-7.573898481635037,0.26691032005992255,-8.447690436957553,-4.351426698979385,-2.7426603421216744,-9.903522670579466,-5.791167408437326,-5.419013590599954,-1.4482810527279781,-8.049873171596523,-8.613709972612178,-8.426001433407254,-3.885941059346329,-5.42929821115189,-6.8827116701566995,-8.47109556760488,-2.1410092375066205,-5.4613324272377906,-7.452166339170678,-6.384405565722817,-6.986093227247873,-5.332704757565629,-7.0348784973371705,-5.070354441887984,-7.898277235942079,-7.278729181673261,-0.36775747227866884,-5.603032409048472,-4.06553405249255
20180809_OTTA2-112-SYD-20H_TMAY02111-N1_11,-3.467973065209462,-2.2470674327541698,-7.870702994786569,-1.0959708934527181,-8.653623714823999,-4.259272670508884,1.385469309679039,-0.8751383758501312,-2.5981852713606046,-7.626243112308947,-8.347284331011902,-2.0055965694084854,-5.654252434486169,-8.222821662596147,-7.54632478495895,-5.397124700426048,-5.251189132083422,-1.2439747284241571,-3.679498461910345,-3.7362105880817555,1.56692709962073,-11.650008676647928,-4.232493409052283,-7.238077123754297,-4.905204209914871,-6.605464862761991,-8.558530562976294,1.217076036532166,-7.561622151793573,-3.805882281681305,-1.7264834560599565,-9.888198546439991,-4.565228990465311,-5.172861634420724,-1.7151181107203257,-7.604829487032422,-8.820774834874115,-9.410641243244228,-3.2219152159400903,-4.975805123876334,-3.2672027705016324,-9.455735377441854,-4.8518512185823415,-3.2140740555257854,-8.311266055170368,-0.33912633526072256,-8.473219536927216,-4.227446729349486,-8.296347987634093,-4.420736981796597,-7.520350210663007,-7.212740520070415,-0.32807386581839293,-5.372647269421321,-3.2864572917972685
20180809_OTTA2-112-SYD-20H_TNCO01850-N1_06,-4.604691968161529,-3.0113362527050533,-6.729573397433114,-1.7616709104525234,-9.0974561172287,-4.078610406348319,0.0415094516441461,-1.7463187392482542,-2.9135325329518342,-6.88177169913053,-7.834186655429043,-2.282412439421792,-4.838889192492957,-6.818660765191796,-6.058028702095787,-5.1453470922833775,-5.312138183160253,-2.7891030450147847,-5.422885867122371,-5.263192495664715,-0.15897939173042364,-8.8650847432896,-4.281020702502586,-6.192806054084535,-5.708693370735391,-8.870318625280488,-5.841056527834916,-0.3861136528598694,-6.961059296382266,-3.803027690267268,-4.82927463367551,-7.8820118017332925,-5.332099137297357,-5.36151820747649,-3.351892414620151,-7.6254483778180875,-6.942695572928073,-6.3219938313284665,-4.627389697674587,-5.464487976729918,-5.059640959320409,-7.340614466913517,-5.942532591573933,-2.914242346227408,-6.962541912644603,-2.9331795557687173,-6.340704567539247,-4.943537415929397,-7.211805622461023,-4.6898633554672005,-5.741790668842277,-8.17469953876764,-2.6199437299749135,-6.498993248459456,-3.3769146163399126
20180809_OTTA2-112-SYD-20H_TRTR30035-N1_07,-4.1509677621475625,-5.383705208031482,-5.0556617955761745,-2.125393702933297,-9.415998072908927,-3.216018867418099,0.29641768104889055,2.773789015794586,-3.710640279954314,-8.334175235098854,-6.0272115273758935,-4.513699037230665,-5.959996308506408,-6.880873638561507,-6.401819108223675,-4.261004888076381,-4.17408054243161,-3.16671407471513,-3.700414002949318,-5.410265643465662,0.7748637518421626,-7.920605277237595,-3.755557597621102,-8.737418907918732,-5.298757411629442,-8.810357095861072,-7.89945370164323,0.06001180817596086,-8.095184571890089,-5.0242097693828836,-3.389009447954321,-8.480669657765652,-7.713260995763198,-5.046024676620137,-2.172946785802038,-9.241673327282573,-7.998206729407413,-8.307965319641882,-4.161672312854597,-5.624976506766853,-4.452195480787167,-8.533630567962907,-4.006903850001249,-6.058765400616288,-7.153087043507315,-5.2468944135388105,-7.795032391886421,-3.459128428146057,-7.473773408654064,-4.521288109258324,-6.671300591752283,-6.440788863928352,-3.262838155633169,-5.033276477689352,-4.702663786071171
20180809_OTTA2-112-SYD-20H_TTRI20021-N1_10,-4.328233034121244,-2.693897386043094,-7.395434376025918,-0.1679402773215084,-8.248748259643,-3.468499866518946,1.356128284101875,0.09340804477261777,-1.0717281072211393,-5.776127834346451,-8.518904279187543,-1.9065231640428966,-4.334725322917038,-8.21387049664839,-6.279373668630664,-6.2527699261715615,-6.036730355655993,-1.633251613784787,-3.996631863001459,-3.899349105152629,0.3397725766256974,-9.982146503085605,-3.4773605210000667,-7.94455514427491,-5.016688886405348,-6.036113689106387,-6.8153340224203145,1.006622214546281,-6.152242052559135,-3.5152372462399417,-2.141878232392376,-9.857716774045624,-5.252269447192948,-4.966731510583183,-2.0877836455569643,-6.521878447189099,-10.737772974427752,-8.96512597901828,-3.1140282116828844,-5.056350240972547,-1.4719473774671519,-9.787819104506097,-5.6140789457951374,-2.0804053828112985,-7.787742764968912,-2.745389359050849,-6.120810891016818,-4.095704526299331,-10.328846463525718,-5.155944770904841,-5.65312930934564,-7.595450142533447,0.11938297805520814,-6.040597991421672,-2.8614558353867965
20180809_OTTA2-112-SYD-20H_TUKO01595-N1_12,-4.735837199188538,-4.333298022887204,-8.527800406278732,-2.2652459918057994,-8.703043415285402,-4.060760997723633,0.15695785567241893,-2.424044841356853,-3.4498887373666904,-7.703674487094623,-9.729267819673524,-2.605933177467909,-3.328999445759868,-7.687279663848556,-6.869424447628753,-8.446535166297497,-6.509590148601653,-3.7200550335177995,-5.870929687801553,-5.510885939804027,-0.4048866416276242,-9.414083186137077,-5.184884479382692,-8.372379278645065,-6.630184076883097,-7.66855409275681,-8.370910805927531,-0.08456810826935013,-7.119186852403264,-3.655689056634554,-4.4890176872567356,-10.575040725134386,-4.7065672920513695,-6.64991358696851,-3.7230143326460414,-10.30630563864084,-9.285228027167097,-9.87509443553721,-4.105221476834364,-6.490182490962448,-4.080265997105024,-10.142577556136251,-10.316269471055197,-2.509462929553536,-8.261148135618168,-2.5830600017014316,-8.160068013036014,-4.980330997399177,-9.653876463840096,-5.768057237584336,-6.47290783410092,-9.213237160527243,-2.3739228548673115,-7.274503878175054,-4.543062871712832
20180809_OTTA2-112-SYD-20H_TVAN20716-N1_05,-4.009610791108752,-2.452593957062824,-8.063460677331229,-1.715841037735468,-10.653703401505163,-3.596419614565277,1.1793347469776525,-1.285643975431844,-2.2608007080620145,-7.493906314399343,-9.264930380686344,-1.9530628084029331,-4.225960195398075,-9.222928599511292,-6.940414566922107,-6.528480307500574,-5.746337665153702,-1.5387322274421722,-4.236666556457498,-5.778055478722269,1.4283314999136154,-11.480219464979672,-3.145880724393416,-7.497107589741029,-6.307861894425548,-7.463131366450559,-8.321606858771931,0.38025770298313666,-7.691369987270354,-2.9147004717875693,-3.0440218349080763,-10.525736777978786,-5.78624922227678,-5.665316536669611,-1.1307940356340946,-8.672052930585998,-9.82087455852444,-10.311209071721512,-2.6706036832865707,-6.198308555003111,-6.259778967134332,-10.678224087493597,-6.117252439356687,-2.9357489095859752,-9.659294859059393,-2.7354732021006267,-8.236294583648402,-3.6523113697473857,-9.242007017225887,-5.924695089440646,-6.540643149800831,-8.398404407470483,-3.0177301298990624,-5.891301007768094,-3.102738493525343
20180809_OTTA2-112-SYD-20H_TWMH00347-N1_09,-4.559823409214232,-2.7167923213820657,-6.763148488285005,-1.749994910188536,-9.260308772043729,-5.028016385866873,0.22283020423365452,-1.8027496432735166,-1.7804288794711298,-8.593517422370825,-5.363722285287512,-1.7229565445928827,-3.1012837238124296,-6.522087630378046,-6.531393566528445,-6.372555135175395,-5.787059294024091,-2.0292697070805525,-4.818579030329326,-4.4650933694920045,-0.05501588118013867,-8.69451857635475,-4.145511837134322,-6.280562797973137,-4.978003094588857,-6.640865020949202,-7.71519076499374,0.29553779839344485,-7.910921635240599,-3.415481073425243,-2.8619830066721623,-8.740011845037625,-3.609391307376907,-6.597131516848185,-2.450306806525427,-9.385539221931712,-8.520580918043485,-8.654769817764821,-4.152818454968083,-5.56784529732561,-4.454844912863814,-8.114904456840305,-9.966657456684631,-2.8706501000615625,-7.782796884023846,-0.7511111977290721,-7.3481072518503945,-3.611914532084139,-8.18562575632814,-5.284548934646993,-9.01155429987585,-8.259553442941375,-1.8037444055730703,-5.5008604775134256,-3.785683430512461
20180810_OTTA2-113-SYD-20H_DOVE40109-N1_12,-3.478389082394328,-4.96678629547056,-1.453785269719536,-0.2258702898391689,-3.3876286790599295,-2.846673997595187,0.8919907972936572,4.621821719123929,-2.5080497598966294,-6.051984839655378,-1.4432113653656073,-4.09971277410161,-5.47116780004675,-1.163606768308493,-2.3799546756966157,-1.715035635128543,-1.6460747620441927,-2.5850540290363773,-0.677613605033756,-2.8556542026867326,0.63447416712006,-4.037937739566197,-2.283681337263006,-7.132187029360691,-4.865267062946595,-5.3733208393369845,-6.54575739174765,0.2667297748952142,-5.192596774538046,-3.4853770523556205,-1.1525249091004341,-4.238008001731772,-5.102864866805607,-2.743651106159021,-0.6114235049738603,-5.869732862131116,-4.770656028960195,-2.4113013957479534,-3.1890365021898206,-5.395983334081274,-3.927634085851416,-3.6471155147839873,-2.654746903518197,-4.883212280532835,-2.462168849713385,-6.661832731568011,-3.243789359005577,-2.468478023654759,-1.2840920625926175,-1.5635972597896304,-6.10146828409697,-4.039693403864364,-0.09528329618570741,-2.920376819520499,-5.701752873059009
20180810_OTTA2-113-SYD-20H_DOVE40329-N1_03,-4.360202750765602,-5.484693468202383,-5.153115404002207,-0.1316311902952687,-6.9231037448261725,-3.2520316805237295,1.2084453860868298,1.958560899001304,-3.3929038757877685,-7.129246407092432,-4.378179115043194,-4.230686393341742,-5.737227804035035,-5.834984489565528,-6.419672852934747,-3.815612804911903,-3.5952435166165158,-1.7959484681462845,-3.4058247010118534,-3.589466445114235,1.2975398780462841,-7.419472049739653,-4.583433031270975,-7.041598479069845,-6.409663898790242,-6.240284278762627,-8.00975341565263,0.5937819115437752,-5.768083875044015,-4.288464951891221,-2.648852858091493,-7.970199251674124,-5.08224287988571,-4.2584938227486795,-1.73910898427547,-7.485733258053468,-7.727687304397775,-7.861874400774733,-3.122880974949784,-4.338214858989772,-5.903531108651084,-8.032498870583202,-3.7860572749677552,-4.414786308822057,-6.489471331420146,-4.51694123475238,-6.684977333869944,-4.079251742632568,-4.560288313143374,-3.4916508337289516,-7.218663275684913,-6.416907133023222,-1.6827555081345356,-4.499720500919601,-6.139191308410585
20180810_OTTA2-113-SYD-20H_DOVE42275-N1_05,-3.077489302626447,-1.289343111368364,-7.871750713129746,-0.0864581516195233,-8.725064596746828,-4.5151318391590705,0.390178938392435,-0.9240853617548872,0.37415659727861117,-7.11271841087694,-6.145122586824552,-1.4274504326350677,-3.7119404451968827,-7.210198763680871,-6.535300135737943,-5.7748906800527795,-5.922630037246296,-3.4235907534342163,-4.095581461110598,-4.553452527195313,0.6108827195191351,-9.210545767209336,-2.7417256145408913,-7.683908024532185,-6.012199720903789,-6.296296798095551,-7.129899548871369,0.23763877584251047,-4.999338881709921,-2.1807487557779806,-3.809505786576145,-9.41650281478081,-4.567122781458023,-6.303189479847107,-2.610322995895052,-7.599644559824806,-9.214143410905017,-8.704481530907314,-3.9160697242077736,-3.813953262395455,-2.713452679145621,-10.264135441609925,-5.729513889756152,-2.6265972212913735,-8.988422183446716,-1.6604367522752632,-7.030086261365031,-3.518613697655317,-7.850997903320393,-5.792725724370084,-7.039246815041242,-9.071761327182589,-1.9657555504120783,-7.296523256284587,-2.0624748241854727
20180810_OTTA2-113-SYD-20H_DOVE42299-N1_10,-1.127834588104021,-4.546026209266486,-2.618428484574118,3.804661347990204,-4.6569688339874284,0.010271446696470399,4.591310710347095,2.667991663982084,1.2448471851336662,-0.12906624714863946,-4.082063845079825,-4.783848488219947,-2.7263718551483653,-4.0163683206580965,-3.5682263875966482,-3.081257084259847,-1.7661582685483284,0.8051287824471921,-2.240607037654739,0.39292532817344017,3.393472232947164,-4.618551455968876,-1.5205100725176712,-3.897076241732373,-1.9630033295192697,-1.6593811153818905,-4.40494709659232,3.167714193996172,-1.2775451423719861,-1.6786541605542635,2.107808216318522,-4.804612883871601,-1.2979728753097377,-2.5131988174765123,1.2987558676945987,-2.3440207953283183,-5.628870548258601,-4.856164659772116,0.23480982107698223,-1.2898002927273944,1.314757947564119,-4.22014666361247,-3.3480766759091307,-2.841146947931057,-5.846776933864673,-5.472983920918985,-3.9724751835242724,-1.8867077243017167,-4.224482069319586,-1.4407022926591493,-3.712022114071151,-4.312215551054021,1.5041532774137973,-3.1570361779702236,-5.596455983464349
20180810_OTTA2-113-SYD-20H_DOVE42601-N1_02,-5.091970738211446,-1.944215351927431,-10.15149344620929,-1.4381191274775798,-9.519386685606907,-3.9313196133788395,0.2743990690437532,-2.02434583728866,-0.923655205413104,-7.700639929934299,-24.418362110661636,-1.5738829391905842,-7.241763775950663,-9.240605358818659,-8.522310410017699,-8.616557729630383,-6.650515874575927,-2.0015076731568415,-5.638414016105903,-6.417483204423477,-0.27719947496537767,-9.760964292275776,-4.1889144480101965,-8.74130138661305,-6.402190469396327,-6.636957819083436,-8.476803316957028,-0.8205130266777643,-7.257511715826191,-3.054524085118969,-4.106874752419146,-11.39132388842193,-7.726491426218976,-7.254802278328324,-2.5090439205784136,-9.760111460866518,-9.101583319796998,-10.913766585226169,-3.870576672672619,-5.917171558336712,-8.218569100140034,-24.246717361264338,-6.377813401728391,-2.7283333736392383,-9.399448353417458,-2.749356621343214,-8.391496870801335,-4.527798490118652,-23.9804052553696,-6.519751794283844,-7.163771901579655,-9.766548429484647,-4.112322338685009,-8.283534732808706,-2.1081998297443016
20180810_OTTA2-113-SYD-20H_DOVE42673-N1_04,-4.302260155874823,-5.618561232524155,-1.8968233859777368,-0.45492074442117736,-4.578928024933347,-2.8314279135612113,0.5788192484846246,3.845663790238417,-2.367378884508201,-7.98892975039999,-1.7932305258937968,-4.937133122019905,-6.920002733042271,-3.274701350944083,-4.723156786666728,-2.1082909280535285,-2.9559698987558027,-3.9693963078435983,-3.663680852004538,-4.008921580186031,0.4254605920186405,-5.727371702397592,-4.131429645147634,-7.6510973398258155,-6.275443883531064,-5.2514805885555695,-7.765105159731115,-1.0151437468410764,-5.790920379289232,-4.532211280199606,-1.2459990459463968,-6.550470832253806,-6.429827489516828,-3.4947413998930976,-1.2473568951448293,-8.633393837511282,-7.068002751445788,-5.775932558180011,-4.222192388791633,-5.431739166409995,-5.921920464521396,-6.29309383794624,-2.953392577913411,-5.932641821590247,-5.932884066989857,-10.276003410576457,-5.4067825684472455,-4.511935197252544,-3.0151978345458517,-3.734044379024531,-4.937497050775688,-6.196924412969594,-2.1825664003142187,-4.390514262361878,-7.205746485307759
20180810_OTTA2-113-SYD-20H_DOVE43495-N1_09,-0.29444581284334825,-4.61693147197029,-3.2217255248542576,3.77329069474069,-6.317532549771022,0.42767775102908256,5.224052488371251,2.0354421965458425,2.3293230319727622,-0.21259335470438345,-3.7588048728454004,-2.915523381488546,-2.43228813490663,-3.2041573275753947,-3.5248818841098357,-4.310324940837358,-2.201904885083894,0.5398401780750949,-2.794961508961363,0.1326453827935461,4.098318257511001,-6.256526656790596,-1.205053775135036,-2.9448621576340166,-1.7101723158551665,-1.8778278900319822,-4.567087585702819,4.421849350576444,-2.0243827261082945,-2.351015392153402,2.2625617876165065,-6.26354588026845,-1.3826175657685735,-3.0793678817976957,1.6840563879957529,-1.897174824686954,-7.4142889604660995,-4.904634809140766,0.8643391645622898,-1.4835867237598852,1.7185725044442526,-5.757082319654345,-4.497828452496769,-1.9302694648079748,-5.497123427344977,-4.681504845633984,-4.471992601236837,-2.874501129930513,-5.64277290645709,-1.4719502699435862,-4.921219162940913,-4.778103054354264,2.0882658066307425,-4.12345540215304,-5.207394546342812
20180810_OTTA2-113-SYD-20H_DOVE43607-N1_11,-0.9318534606080342,-2.9490981684645856,-4.452908698407825,3.4632768498297954,-6.170208539117159,-0.17524548547270324,5.091558777730397,1.834978678312856,1.996338222878673,-0.29929863062899664,-3.8708167779426463,-4.029183293206801,-2.419878134610921,-5.132412949377685,-5.386256487165352,-4.859248833728712,-2.936204763907999,1.7717038657900899,-2.8936953924180586,0.6057985595797353,3.841078536699123,-6.652770789885256,-0.1408890641518865,-3.188038114586817,-0.3626318092470293,-2.3581063731865797,-4.03360327519569,3.610633690413204,-1.319270312428534,-1.888301871110189,1.8479936999114517,-7.420728662206049,-0.9123328717755439,-2.7963123124553935,1.7167200896168815,-2.866591370110407,-6.929279437228703,-6.115353909162645,0.33939517741019243,-1.1863910544312835,0.5971261098032565,-6.3101949406191284,-5.689483316018844,-2.7879520438994754,-5.8318122038720714,-4.929562390357113,-5.53758981477291,-2.5279175905528017,-5.873958083749596,-2.909421829923624,-4.305520496966955,-4.777961882110019,1.6685845103393078,-4.011649507923787,-5.178051045221135
20180810_OTTA2-113-SYD-20H_TAOV20206-N1_01,-4.6793458031162505,-2.4784543564889425,-8.280147298777733,-1.7064832284033844,-9.142796768422546,-4.58728812530475,0.30688012771529083,-1.4165197035634858,-2.1087912607450314,-8.247379165624501,-9.891489893200596,-2.059579716060739,-4.479724161210418,-9.207947816674512,-7.7977558373234945,-6.909285789389888,-6.060112162556272,-2.0951451308512157,-5.185155739194917,-5.79625465555478,0.09623650359039626,-10.62138203404465,-4.467208258554166,-7.058576056107608,-6.111518285838395,-7.0035382480372395,-7.237679546150958,-0.12786619052177195,-6.000452523059222,-3.428837827278372,-2.302829575831981,-13.474106572275979,-5.714129224991755,-6.457177912181001,-2.1622110073898497,-8.727459467517438,-9.014497105301626,-10.996657464446123,-4.2824973895126774,-5.614304312988253,-3.045879715623559,-11.04175159864375,-7.986667141431591,-4.162353210898518,-9.575366890653292,-2.840123487844883,-8.64421607753858,-5.26528997876139,-9.45353303790856,-6.449585498194742,-6.7319899141640445,-9.679462214989275,-2.174375006020542,-7.023943797034203,-1.8656281927274803
20180810_OTTA2-113-SYD-20H_TVAN20505-N1_06,-7.255797481233273,6.182253029736696,-8.145463313256883,-7.5431527926963,-7.5133565526545,-8.440917974119468,5.224062013381353,-8.301332155983738,5.0676646643134,-8.016480185798793,-8.124547465211043,-7.871561649741057,-8.483596616604917,5.468342959168653,-8.323583675956101,5.092414632673171,-8.85387087347425,-8.142610586641476,-5.954254271970397,-8.365581902756674,-8.115803051926147,-8.339872616129007,-8.352738185422574,5.230700572628992,-8.440486694650167,-8.023179845921081,-8.055687596494018,-8.171962875356213,-8.251418466740876,-8.356761304466007,-8.23005653395906,-8.385365884811883,-8.179833894304977,5.579711895426218,-7.824870200406762,4.948836857120793,-7.095553186844591,-7.90780858161612,5.0746531957492795,-7.865270256669907,6.75336072975965,-7.952902715813746,-7.541644152219746,-8.030570592986276,-8.3933821544415,-8.566621913963997,4.7325210056421945,5.15144910137078,-7.686590609919006,4.526275803453355,-7.965034862663891,-7.760518296532241,-7.676077199740373,-8.08480799874711,5.62153726808872
