sample,FBN1,TCF7L1,CCL5,FN1,ADAMDEC1,CTSK,COL3A1,CD74,TIMP3,POSTN,CXCL9,SALL2,NUAK1,SLAMF7,CYTIP,TAP1,FCER1G,COL5A1,ABCC3,THBS2,COL1A2,CD3e,OLFML3,ADAM12,CRISPLD2,INHBA,GFPT2,SPARC,FAP,PDGFRB,LUM,CD3D,VCAN,EPB41L3,DCN,LRRC15,SLAMF8,CD27,COL5A2,LOX,COL11A1,CD2,PDZK1IP1,TMEM45A,CD38,HMGA2,CD8A,AXL,CXCL11,CD68,FGF1,CSF1R,TAGLN,TLR4,ZNF423
20180724_OTTA2-109-SYD-20H_TTRI20100-N1_07,-3.4973762009861056,-5.011925686115464,-1.4927844040745133,1.2816883749165797,-2.922434945460985,-2.968462961333185,1.2861628394279845,2.5268171754736475,-1.363901123037977,-3.403910019941323,-0.16148032913203414,-4.760468436964884,-5.312914642704552,-0.4279300024592745,-2.2332812714612293,-2.3812381556373152,-2.1010096038234485,-1.9047203899068608,-2.173806693800542,-2.442176793489793,0.8896688047621124,-4.59819459323919,-2.9266871270066104,-5.999173258620403,-4.643737310291382,-4.7325373145165575,-6.619192191605942,0.399153548729007,-4.454669082382091,-3.819808168735403,-1.8619171178807101,-4.6663188275463785,-4.17699397286656,-3.1234685806998765,-1.0033447624975125,-5.9736087950370464,-4.900067016445931,-2.3627913335251893,-2.7289575164104645,-3.8118042783134993,-3.3185902022571225,-4.523362149024352,-3.0507034037630203,-4.702059895871894,-2.7162814890003153,-4.759106102753503,-3.3035826884887225,-3.5454859332762485,-3.5798498549162128,-2.2254368575121726,-6.705416857980608,-5.166483145366472,-0.8217319894787104,-3.9650503619923883,-6.885798026814978
20180724_OTTA2-109-SYD-20H_TUKO00297-N1_11,-5.385424302400459,-4.963563091917447,-5.204701886099249,-3.913320834169679,-9.45031150325845,-4.359979425062261,-0.22961910409739472,1.4712848633150521,-4.121551432166672,-7.4680320103716955,-6.500813869709036,-4.124848438290945,-5.7425073886034514,-6.8304942717709975,-6.207454405527023,-4.225534736876818,-4.973230908585157,-3.824093280040512,-3.157882650840097,-5.72967482620406,-0.5276575657773028,-7.843891669764063,-5.064754853144063,-8.856623234328001,-5.944509755762169,-7.758523516394165,-7.559706650129073,-0.6606238057624803,-7.755437520375931,-5.266944164249814,-2.9267258180089173,-7.029564995527679,-9.268804762110415,-5.4752019461946455,-2.761853779201912,-7.074366591476173,-7.895020351961041,-7.122321989564731,-3.9252204995599365,-4.664749717423346,-6.886440277258156,-7.511369347959839,-2.5645416201703672,-5.0040793484234065,-5.8321138144091975,-7.301968720720421,-5.67469515971554,-5.985926806148371,-5.1906136710310085,-4.446845171337395,-7.469053916298946,-6.559995298149898,-3.1536290574341095,-5.498228592389449,-7.092266598306606
20180724_OTTA2-109-SYD-20H_TWMH00718-N1_05,-4.637703263788959,-5.269257301883276,0.031284450018139065,1.104311724300023,-2.5528713196194914,-3.0624954243071523,-0.24182950984454932,4.592778143117101,-2.130672718585146,-4.124353426976517,1.609199436920767,-4.246126196760299,-5.062360356845895,-0.5717668868912655,-2.2527662795531898,-0.41727200720133606,-1.0736436987658893,-3.4457403794730697,-2.403976139396233,-3.522994898468786,-0.6601788588152226,-2.58829669759226,-3.2698702337318113,-6.88384415909652,-5.764677037080402,-4.932333042673895,-7.297411849833418,-0.5869085685160249,-5.589822654386797,-4.6391321986103495,-2.2623326205606706,-3.143578005437967,-5.408265344763166,-2.3060179395514897,-2.609598761381191,-6.943316025764826,-4.058746182821577,-2.422626046982792,-2.507647686340985,-6.30729543423956,-3.98414565016437,-3.249079749678943,-3.266797756231789,-5.723405117422015,-3.1659973377980046,-7.978270500833967,-1.5421240476723703,-3.175922307434755,-1.237158198591401,-1.6621416321076028,-7.007450997237491,-4.408406356020393,-2.6147023051146707,-3.1926815442907803,-5.368242675412032
20180724_OTTA2-109-SYD-20H_TWMH01377-N1_04,-3.382263459641497,-6.01381639363317,0.17033684929256898,2.2974012174890417,-2.6490530399523404,-1.8709134478472853,1.251582236876859,3.787808784506703,-1.015192890800471,-3.245903524959804,2.036038904082931,-6.2908079420438545,-5.270575915044121,-0.02298610105879373,-1.8425686676685276,-0.8762599833042062,-1.3417904546996189,-2.188558398689385,-2.7010764599067234,-2.2387071623786063,0.3918378316157165,-2.7312146046782546,-3.2220089843516404,-5.3553879347858135,-3.791493714001121,-4.325563768138455,-6.774493754494272,0.14856965562020163,-3.7234677443251556,-3.002540340357886,0.06476914557995672,-2.9466328609845247,-3.7968885144861493,-2.176691035367254,-0.33063042544305254,-5.564495348635811,-4.282139758334012,-2.540460184716892,-3.059561721797565,-3.4490992592037935,-3.1696912028931044,-2.880297554855103,-1.932986140768993,-5.533341088792168,-2.766051774361917,-6.693086788269577,-2.0007428349492375,-3.065406265035401,-1.5321914423641347,-1.554754861452671,-6.848227570691054,-5.282524998376533,-1.2023271416618293,-3.4123560487419238,-6.418737612215232
20180724_OTTA2-110-SYD-20H_TAOC00118-N1_02,-3.4539972874545817,-6.178191663338997,-2.152045608026652,-0.008494435318262772,-5.4705404406091755,-3.076183755033271,0.7079775139664712,1.497387606758764,-1.5786182048487576,-8.089104299751664,-3.1972181653905793,-5.529187336632474,-6.141222303496335,-4.0177134888931985,-4.4266264584250585,-2.9950944740449597,-2.545720715441508,-4.245653369110432,-3.911438159925073,-5.379354645920572,1.3654740264869583,-5.9100359921694565,-3.3665152566607746,-9.714646510627702,-6.776178876591775,-4.551527410703417,-9.713178037910168,-0.18034122188301205,-7.1016776386085745,-4.766464698168765,-3.444746083548368,-7.042982554943825,-6.667527566714066,-3.7510666617337725,-0.7477949452274011,-6.4116799652972585,-6.7531518236266495,-5.317508178767968,-3.940098447163724,-6.7155294285376055,-5.022125470053282,-6.4405963882228345,-3.111813893067858,-6.103230773563785,-7.466030312710614,-5.90232130932671,-4.891038638285138,-4.3677741343740655,-3.413485610991466,-2.3857919899101256,-6.037695043241399,-5.958708266252342,-1.1890531508295918,-4.3501218446914915,-8.738871358362335
20180724_OTTA2-110-SYD-20H_TAOC01203-N1_01,-4.569363937506896,-6.18866763061328,-3.9541613820021966,-1.7917138274420086,-9.725753046728904,-4.672246594802643,0.3156188257557315,3.6809015765769715,-3.0133544102448586,-5.943497272655768,-6.414134279146589,-5.083981437128966,-6.111053652803934,-6.572500416926053,-6.613170489891648,-2.8738838462176455,-4.007397542875194,-3.0286014884979915,-3.4848498339733758,-4.428254983382605,0.3124732619135857,-7.049790692782412,-3.7092518497422353,-8.395100932396963,-6.018700245449162,-7.572631575429131,-8.268102124068585,0.15218761865951058,-7.376373335470886,-5.0934478719558705,-3.239536850879379,-7.454825747697673,-7.3625041454297175,-5.021711202687948,-2.0195542821235204,-8.381509978763749,-7.4334980500300025,-8.06132966058531,-4.575957841003252,-6.305099532181238,-4.864200457086361,-6.58035875014225,-3.3848305904795013,-6.086485297785174,-5.850914300517194,-7.779039447143841,-6.694505764548866,-4.841032910602824,-4.1847651730459114,-3.277033735065168,-7.440486200555972,-6.034337811841834,-1.547164170335364,-4.893505783497419,-7.791202113139474
20180724_OTTA2-110-SYD-20H_TAOV20190-N1_08,-5.718483457915198,-6.44588202031775,-5.646969159779722,-1.6705682139536282,-6.474292870217286,-4.556365793202091,-0.8218742689439007,1.4092707942204168,-2.569367464635319,-8.299341893201657,-7.032372511496192,-4.099145158874437,-6.946282593286842,-6.854450486764428,-5.941113263901711,-3.38951985378941,-3.955584708163374,-4.392053525598393,-4.522873596127475,-5.700080302902876,-1.173763146886432,-8.452809823023859,-4.935164336297653,-9.252550957362578,-6.543442825491301,-9.399145848195506,-8.946229519573052,-1.2687148206732728,-7.305464068470712,-4.99216873405463,-4.127060133485955,-8.024373025467783,-5.776198882602353,-4.090143852432384,-2.9926926359731567,-9.098317771907062,-8.378410385846585,-7.636082876195654,-4.80258235593274,-2.2693191112566677,-9.49534747679072,-8.987833825076171,-3.1716652158188254,-5.231287235090532,-8.003820199476795,-7.390054871719271,-8.70891471309126,-4.753937483758847,-4.93603327355252,-3.9203256131020803,-7.604042003319792,-6.87345750716603,-3.090120706484271,-5.69524816539016,-5.715493304166986
20180724_OTTA2-110-SYD-20H_TCNI00327-N1_07,-4.856026365469933,-5.938420855201891,-2.982869744059722,0.2860903419080032,-4.995749066972234,-2.6561578835862685,-0.010989400426919982,2.3528630135053916,-3.8397354827352452,-7.8493641481497,-3.6573145502838975,-4.353954871261723,-5.409596235008102,-4.002788824637771,-5.165519084012099,-2.2694436190416516,-3.005874987949091,-3.2557704319435503,-2.7515206583559233,-4.520400609899472,0.31434020158093556,-6.661799341617995,-3.9377014681305247,-8.305075126363592,-6.664566262710821,-6.505570945833993,-9.210488833614155,-0.36424754639167056,-7.084306035815859,-4.964685343779342,-3.4133319633143047,-7.410898016582411,-6.780061243762129,-3.7492213302321353,-2.4738777187376364,-8.493830038599363,-6.392386487610549,-6.814696542307072,-4.4138258246680735,-4.488707287014089,-6.601775968969166,-7.200826581925212,-3.3127586984965753,-5.527176952519696,-5.806733090423301,-5.8634589458297794,-5.955266068902196,-4.285601700611496,-4.073224894050955,-3.587724957385329,-7.797918825014798,-5.62993349875759,-1.8957312734679732,-4.553126041922102,-6.378121360986967
20180724_OTTA2-110-SYD-20H_THAW09121-N1_05,-5.326895661288296,-7.292093933130948,-5.2731503485211295,-2.1150284622426634,-9.284761286170998,-4.0030116547115355,-0.7060603496977236,0.5092609239767096,-3.236852135343144,-8.787957048657649,-4.281383672630836,-4.5556435610838415,-6.933203090646872,-6.421121647181326,-6.925191640465537,-3.5240458508570267,-5.455490860358871,-5.1067995079183754,-5.725767200852802,-5.5521623866262955,0.4038187667273876,-9.111349478987865,-4.480428106068244,-7.828668998093956,-5.964100583902361,-6.472786319963037,-7.505279643801964,-0.5663011238286464,-7.437980917110336,-5.12830579185864,-5.30116026280915,-10.15677061832838,-9.951238627821475,-4.8358317816785705,-3.3869638809988283,-23.39828116007679,-22.154814562201633,-9.679213315132618,-4.940353950743873,-7.6367831855523125,-6.49859724670658,-23.01216409117079,-3.009410573655137,-5.89521937525047,-23.452643529798543,-6.168237893379091,-7.741898086567808,-6.5860140145117185,-4.551244201142625,-5.363200825271809,-7.736547791546296,-9.531923030048738,-3.381534851815619,-6.534414472789065,-6.737345424464487
20180724_OTTA2-110-SYD-20H_TMAY02633-N1_11,-4.580792532378279,-4.753875728786347,-5.74489729549321,-0.5599174023732629,-7.579102319996174,-4.165883837708342,0.1441249619030942,1.5563201737737966,-3.2764847729970996,-7.330156551280906,-6.460946125617886,-3.9954174706845524,-5.667993443060933,-8.133185539753136,-5.99340691738413,-3.985560534970788,-4.0668891455801655,-2.2738969829778233,-3.8756160055956346,-4.450443605259597,1.1087050183567646,-8.566082162359283,-3.346746712598797,-7.048905241488167,-5.908676263085983,-8.014925411473621,-7.41516750615675,0.872457971927515,-7.757739266107256,-4.806255414526511,-4.1557196918558255,-9.114072235579215,-5.8353018570400295,-4.646785319871335,-2.864755242020923,-8.12913242998631,-7.502333847198265,-7.762051279186066,-4.227675843602704,-6.320967648036309,-6.356248354320514,-8.94464106794518,-2.0971016447971427,-4.149494120073799,-8.537130011946076,-8.356734559230558,-7.962121105511447,-5.484302975549177,-6.75234017381159,-4.115259490518409,-7.9567804282164305,-5.647932738175816,-1.878622272960154,-5.12236353659925,-6.604886948773863
20180724_OTTA2-110-SYD-20H_TRTR30034-N1_03,-6.2046395910679575,-6.247034127681813,-3.8089355719411953,-0.07840261735433596,-7.462162596465635,-4.53181018094986,-4.105777400635088,0.41690138678467115,-4.709631977959891,-7.965286229609928,-3.0510556094133343,-4.013079751970237,-7.847464203610416,-5.446449337666125,-5.950519330950336,-5.237419972383845,-3.9447655677034517,-7.09145269647616,-2.7331994323377704,-8.314387946567809,-3.1104825913735326,-9.288606530597786,-3.686903573794647,-9.005889983680328,-7.067407922910393,-7.38704743292658,-6.004547739678587,-2.448414295738379,-22.488009023050196,-6.135698449927721,-5.371569483733552,-7.334207994646566,-9.128567808773754,-4.5695515955073995,-7.18873778741226,-22.575610341029073,-21.332143743153914,-6.856650691450804,-5.577107099721399,-6.492191484930133,-21.771014339047856,-7.316770302819244,-1.8323094178175983,-7.394438179991775,-8.342188198252636,-5.5154910739080405,-7.182256864458575,-5.763343195463998,-4.935017970926308,-4.352903491764875,-8.913768777132667,-5.5394554419939555,-1.1986897830222034,-4.641361882768193,-8.030114831414963
20180724_OTTA2-110-SYD-20H_TSRF40154-N1_06,-4.715864025621352,-3.428101935434591,-3.5816903685535757,-1.3944189239860039,-6.88028724366079,-3.3484514739883977,0.14099144669171482,2.5411544821760454,-2.77980252528102,-7.061489995230625,-3.763591046515774,-3.623815619284737,-4.235850586148597,-3.186478186394127,-4.264282324084636,-2.9925516401423415,-4.011382316190202,-2.894866028320698,-2.1512920209789033,-3.5827995092200533,0.7156753543772902,-6.384896852294848,-3.5102496281385247,-9.423978564851934,-5.34801527625452,-5.068211295508026,-4.06509883104331,-0.4225854121051926,-4.332979306596794,-3.8410825677918834,-3.2219821223578635,-4.4669267246677995,-7.224843703736809,-3.827180194341315,-2.7324037002756905,-3.8233410480456262,-3.292590935853097,-4.5743300725900955,-3.153903771769245,-5.424871787616006,-3.7314615317470405,-3.89360136394228,-2.1671425754375844,-4.075605649297298,-4.590419903450007,-4.100696126689022,-4.1674122203113475,-4.97980606977073,-3.4388445794626854,-2.9586215930051454,-3.142175085422128,-4.879549947908321,-0.14519819921457977,-4.281845747755616,-4.988815511185958
20180724_OTTA2-110-SYD-20H_TUKO00487-N1_09,-5.169781010239401,-6.802702217180198,-5.745338633275592,-2.100537408417712,-9.314838448376507,-4.964443232496948,-1.1184551275308574,3.099311538716142,-2.7948087206738976,-8.139910013204616,-6.098237157964597,-5.519265441991559,-5.749053221996913,-6.270524356111015,-6.237567204962229,-4.024259645040451,-3.5364403425030284,-4.593623381688355,-4.296330779587883,-5.005204163739412,-0.4537893871197083,-8.293378443958161,-3.23062408571228,-8.858652391667567,-6.681280044266218,-8.239718476599336,-8.857183918950033,-0.932362034549332,-8.46795709741913,-5.270745808265094,-4.376214882182877,-8.421333401366738,-8.718298215396894,-4.3317369064839095,-3.1122583738821863,-8.070134336202614,-8.218973997490941,-7.173261455908292,-4.869035925148205,-7.818776084499062,-6.657858118545229,-11.076269427086663,-4.352199133801957,-6.9060781272034415,-7.307363733863687,-6.40465668971556,-6.820790997889331,-4.120294520698728,-5.452475690139451,-4.136826497508946,-7.04407521573056,-4.941441462492333,-2.153857431441587,-4.941459365459204,-5.590012762369889
20180724_OTTA2-110-SYD-20H_TUKO02089-N1_10,-4.849077070887317,-5.52193349127128,-4.534385292034303,-0.5294252793992864,-6.5858011753565036,-4.191438436550391,0.3204530528452598,1.9759524429528597,-4.276338619361457,-8.811380777890143,-6.264108365577801,-4.2268528663172935,-5.942226819299885,-4.925128422737808,-5.885836403354309,-2.375647036808016,-3.341357185093176,-3.193364240881192,-3.67877824555555,-4.875093963020629,0.20640554078905904,-7.171309811910436,-3.15443151054054,-9.173981149493237,-6.2905413941835455,-7.7476986670392805,-7.002601701428033,-0.025536759493610228,-7.613368735129324,-4.822552009385518,-2.699441041473975,-7.548008034434529,-6.106850472988725,-4.8026189374778685,-2.002133953035109,-8.870888375447002,-8.40502076886203,-6.702719993852651,-4.072658245786709,-5.812186365342862,-7.481333880203024,-7.484777317732763,-3.058574052061035,-4.880626229333705,-4.5444404065585005,-6.493638492647745,-6.5636522024163035,-4.729687914196559,-2.6715765060023324,-3.7803916060181555,-7.223892006591397,-5.811270066656882,1.2396420626217317,-4.742218674253941,-6.068843466605706
20180724_OTTA2-110-SYD-20H_TUSC01502-N1_04,-5.841723547051776,-4.328904071496567,-2.783876072923342,-0.19836179286620736,-5.321683627182813,-4.219506783389722,-2.3590630900950242,1.9310751350775828,-2.99878225893294,-8.409709650508107,-3.3280225276958526,-3.65015045901131,-6.417453480275823,-4.62784676839197,-4.546956264691181,-1.9376911978879452,-2.498978950522048,-7.21395523579988,-0.8881226115658989,-6.951507968575177,-1.4811981002576973,-6.1481996906573215,-3.7236697505230443,-8.450385533920866,-8.833716159359481,-8.416409310630396,-7.448953127226881,-2.3078756873839845,-8.059709474644553,-6.94268737028451,-6.453417100318953,-6.456724960704295,-8.573063359014292,-4.243460374142894,-5.758727064077668,-8.147310792623427,-6.166897836002996,-8.301038046325434,-6.147060309762169,-8.258499721379222,-5.605782858630948,-7.346168246546609,-2.4920005957598597,-5.8388976675145905,-6.616742720801395,-8.959851378673312,-6.626694712090762,-3.857280967345286,-4.620454031249931,-3.4406355443844934,-22.646048839871387,-5.694375160203147,-1.4995224297544958,-3.9235176751668717,-6.889607810769358
20180724_OTTA2-110-SYD-20H_TUSC03482-N1_12,-7.423942255409683,-5.01066769910485,-4.406744421844952,-3.541399816049081,-8.003422208405368,-5.176129522977046,-1.9878419323058814,3.1835184038339843,-4.80340070010495,-7.921595363036715,-4.091085663684153,-6.661212556664543,-5.019499701968488,-5.309610896932987,-6.354247222305032,-2.5408849792254005,-4.174046592836786,-4.799819764111078,-1.9525012953231786,-5.85567911701777,-0.6300566633287863,-6.437650046066275,-3.4249865495316665,-8.225300843387961,-7.345613894196486,-8.928270978842763,-9.545717186221337,-1.012808240851822,-8.419563240917286,-6.387424850814938,-5.362602733252929,-7.875449573912635,-8.347978668481387,-5.1538479779353965,-5.855533746755692,-9.82904937444707,-7.585618842595459,-8.07595335579253,-5.845319198837839,-7.77038543390783,-7.439538959976457,-6.442995421673973,-2.317499670232204,-7.52065428208703,-6.883474860301728,-7.056714619824224,-5.957970274409596,-4.286657479157304,-6.176683315779233,-3.81705349949899,-8.1331796368403,-5.121332880283386,-1.8397489858564882,-4.3850831862499255,-6.986415950693021
20180809_OTTA2-111-SYD-20H_DOVE40053-N1_08,-5.681382737395426,-6.430187971347148,-3.894939944358852,-2.294266223820549,-8.877527325157528,-4.187126892127666,-1.0592324306837564,3.355152384619659,-2.117679070163135,-8.228656681255444,-4.85130370289448,-4.905826769390174,-6.494144896203158,-6.068221418002985,-5.802411959523392,-3.326541576292388,-4.1211959023768125,-4.659913545731102,-3.09604779424603,-5.473428113079818,-1.0301533465854051,-6.851614387372614,-4.662847832519033,-9.42132684171458,-6.359887182199097,-7.131023539919323,-7.197478542532338,-1.146697540827699,-7.878634865958088,-5.972008678683139,-3.611883241904469,-7.710020423813599,-6.855962215575492,-3.2764719770144435,-3.0169071139137493,-9.70319055722278,-8.822289458806228,-7.354453300952497,-5.132604669708529,-6.541398577940422,-7.261175512009028,-6.679657021318483,-2.0645285608016537,-4.037204999752852,-7.094601413036234,-7.400291225213218,-6.1825556421456485,-4.722151528599328,-3.5342015363683155,-4.517615184020925,-7.251215356460588,-6.513267763729258,-1.7123370668190017,-5.531455900493169,-5.724624806741647
20180809_OTTA2-111-SYD-20H_DOVE40193-N1_07,-3.0138170845781826,-5.195393150602694,-0.8079061291659522,1.981439082369307,-2.8989585154747957,-2.674517263326444,2.0063865044045053,3.6410869754162025,-1.401508053663536,-4.538058903917173,-0.5916023135287403,-4.629580264939693,-5.598549221770341,-1.4230627031748826,-2.5265946525359206,-1.6695812070091511,-1.6724328780891087,-2.6310237085195665,-1.535776333736092,-3.241964154254166,2.323157369939822,-3.68780418065671,-3.381719502365002,-6.683065911238894,-5.121543430698434,-5.416433075054669,-7.003523730050065,1.7416666687835336,-4.707408917789478,-3.765446868087565,-1.232457701635076,-4.487719729722501,-5.061587700944507,-3.196557458436045,0.20169931073141179,-6.6430029745482795,-5.873465320823969,-3.936789302403943,-2.633571199428531,-4.584294792953797,-2.935373701728306,-3.315784614060994,-3.965925778388678,-4.012630304540494,-4.741312975312541,-7.426995736669077,-2.7152779007772363,-3.600436107602725,-3.645749937538816,-0.9272467130030977,-6.590944704691234,-4.708361192694876,-0.43904688326109753,-3.2512927798240026,-5.832730058177173
20180809_OTTA2-111-SYD-20H_DOVE42133-N1_12,-3.1635601379627105,-6.3351068256994765,-1.674737651528464,-0.5634151331259145,-4.743004024934846,-3.8632620475090045,1.01936962895117,2.6612412998724615,-2.6425463557708477,-19.533912170577324,-1.8306988418096135,-4.1012451880449525,-5.128305632079627,-0.763827369825413,-2.4658319535183875,-3.255220583098297,-1.7616587770828769,-4.050373243370912,-1.014032845901323,-5.59522937503702,2.1780396909384274,-3.3996511900599335,-3.9974712452135233,-5.2868035414918975,-5.670134166930513,-6.252755188859069,-19.57311958127255,2.2349425024444987,-6.480993809678864,-4.264523961195444,-3.137833617422505,-4.030098944602832,-4.409517432608872,-2.6159218298777702,-1.884656789243346,-4.983728800194459,-18.612985171623123,-3.1375101532699006,-2.5360228377769483,-4.5099792721446175,-2.0636925722150474,-2.01268930465033,-4.186353167694456,-3.4529146663758117,-4.301144811170938,-4.796305452267893,-2.2614870127969198,-3.366109112123544,-1.6683751085926906,0.33062855295521043,-3.8727975193933277,-4.990165768812587,0.32302380911853124,-2.8550828699890474,-5.895894716689811
20180809_OTTA2-111-SYD-20H_DOVE42240-N1_09,-3.828402970108742,-2.7749989684541347,-6.984852961758888,-1.6625861639022907,-9.937675640564011,-3.648527028289128,1.1572835031291118,-1.8700400669339121,-0.37542042398440545,-7.3115482017085816,-7.2634967019701815,-1.2237841333999278,-3.849959778005973,-7.784430661179463,-6.9150462855843475,-6.390976549914083,-5.605799979134176,-2.6362282560961807,-4.401327213314868,-5.355307996027118,1.1663378220924967,-8.956862543978328,-4.6121859109004735,-7.89654271210828,-4.665169013935985,-6.775106829973252,-7.956474522698205,1.418487067124557,-6.698491408085347,-3.7867627395604946,-2.4596547112746685,-10.487764091146936,-6.0963928235626845,-5.155218832753497,-1.3842653627425605,-8.51543983299905,-8.934921796241156,-9.332145702875517,-3.6862735945054763,-5.358886891405286,-5.2308571219776185,-8.289786542981647,-6.644067605433989,-2.343789947143684,-7.647808300353228,-1.6262951582244263,-7.146798245826594,-4.322357478265872,-9.52595921931557,-4.447843395733744,-7.067458315878133,-7.377513376836247,-0.6968876231174265,-5.7676948188681685,-4.312524941076714
20180809_OTTA2-111-SYD-20H_DOVE42685-N1_10,-3.254384211153987,-1.5326113139774815,-6.90361598763711,-0.8250046113752887,-9.644955772733734,-4.216578472250782,1.6869234526254027,-1.2896772218376977,-1.9540324211986992,-5.263227788043256,-7.029089491420086,-0.6785842589782032,-4.5143075453734305,-7.2608084852701715,-7.960428992709996,-6.688452827211535,-5.921352479446974,-1.3483313375657202,-6.0217331336896045,-3.765566518878652,1.2168518819444243,-9.345948058257417,-3.1412656935897334,-5.513773189642491,-4.748442064120324,-6.122369902160763,-8.739836145976424,1.8503510077628087,-7.272605293850748,-3.1015312688177326,-1.8877786304043576,-9.452841610247749,-7.098451091993651,-5.906870418955151,-1.2712558797796198,-7.720608423570603,-8.438662034355573,-8.74395969021396,-3.556319768071378,-3.44089901895878,-4.019558966401649,-8.49954817872514,-8.740363813547336,-2.7005173845417887,-7.626872344506673,-0.7946262240808561,-7.842597015892526,-4.923320150602292,-8.692666052047414,-5.375344582704662,-7.406329665262172,-7.623639073971874,-0.05705865534179477,-5.521033337552687,-3.445916424682374
20180809_OTTA2-111-SYD-20H_DOVE43473-N1_11,-4.104258384411452,-5.063470818992239,-4.907767604852449,-0.613486522873109,-8.136250717188338,-3.528748872531769,1.166284788492908,3.7171761654987474,-4.283666004528667,-7.2148812861055,-5.035374224836714,-3.847572854435187,-6.225141840253096,-6.01791619738342,-6.044664811558589,-2.353744193839728,-3.329165901996878,-1.884156776379716,-3.0836158825020816,-3.653328218247154,1.1742632993116109,-7.455811713399765,-3.397018810333783,-7.404420247953615,-4.910436102624429,-6.501689976738482,-6.949234654093025,0.6533060353806304,-6.836843669360022,-4.247450712233928,-3.597059868334233,-8.168728071436309,-4.511503966464986,-3.913637744974821,-1.5021740493937994,-7.565989980647064,-6.966377949518868,-7.920651882775873,-3.297762926146421,-5.9812106897675505,-5.7470401426657505,-7.016374488606533,-2.420951435514724,-5.018756203402342,-6.679247422003028,-6.071128096447051,-8.178233597283096,-4.180688006493881,-3.521245993655726,-3.1365549826796277,-6.748399170893992,-5.131500883469408,-0.9474584428073333,-4.265638949096109,-5.279688201337158
20180809_OTTA2-111-SYD-20H_TAOC01208-N1_05,-4.408163528155141,-6.296577193031992,-4.14582668656543,-1.3225969038839789,-8.906023265362311,-4.367624322799929,0.7375423284928702,2.7258152461462455,-3.5949509864778606,-8.338765127533453,-6.254192696156782,-4.817985897651015,-6.365314571392213,-5.904764839798746,-5.940159774407334,-2.3354576217002583,-3.7073930468238148,-2.5729739555919915,-3.6027732393483842,-4.472860453558754,1.3751519047609966,-7.354039358050492,-3.5555945684991985,-8.312327127357873,-6.400207091132023,-6.760506866904302,-8.863396617424067,-0.11425751528629591,-6.644097802959288,-4.5478081908457995,-2.114150482230244,-8.34508227381679,-7.061550583571973,-4.009125628785938,-1.8830544822161226,-9.1467288056498,-7.722691093651242,-7.978555855546221,-4.420017644021279,-5.546455388312401,-5.576606260834278,-7.309956426905009,-4.92533561249498,-6.5954306759916275,-6.1772528688156285,-6.215140881341984,-6.810511612609248,-4.612611557904621,-4.524682283914801,-3.196579375742586,-7.67963958872238,-6.409036187273343,-2.5514824886174274,-4.500208756834926,-7.314765135150567
20180809_OTTA2-111-SYD-20H_TAOC02428-N1_01,-4.714873230455391,-5.794088712312069,-5.714721811847907,-1.5759657114660246,-7.600452530748607,-4.889425550178505,0.014460161003615912,2.865728450878331,-3.2121434542353193,-7.103582721552919,-6.278767319529429,-5.44082014833208,-6.35770915790364,-5.939786284950198,-6.088762051433186,-3.8411153096299078,-4.281469993877038,-3.9544410011754314,-2.8714369067050565,-4.732212529861236,0.06642712804248507,-7.1859680612527574,-4.7193688125271365,-9.603660714367615,-5.899562443872284,-6.247788856381876,-7.354293202019871,0.38904047723045543,-7.274390950191616,-5.333444889590751,-3.2029496798869226,-7.346938084955163,-7.141406094448259,-4.4602682924207935,-3.1815858595344366,-6.885555988386042,-6.472160882533344,-8.284408262399214,-4.167286373394244,-6.3243438842863515,-5.103682281329558,-7.329510411502499,-4.157446344201677,-4.38728575804056,-7.4804846901956275,-5.543305499088741,-6.892419083480132,-5.361018354295978,-6.233126813585298,-3.7612267048335175,-6.653589604815661,-6.4996989340828,-1.3142251409235275,-5.364560296504752,-7.258586992256376
20180809_OTTA2-111-SYD-20H_TAOC02589-N1_02,-5.1102591078396085,-6.210316221547214,-5.147679129824343,-2.893613886750381,-9.187980384821431,-4.404753061843766,-0.190337053133955,2.0949016280767836,-3.3460117421944777,-7.833136081611545,-6.441635566952067,-4.251582307134717,-5.978328397370461,-7.494151039999164,-7.04402690438585,-4.598620380113707,-5.3337553924069345,-3.706116521263845,-4.770912655181959,-5.226441936084216,-0.395178541048236,-8.107619077287268,-5.0966421223335825,-9.924422403114237,-7.471269485230479,-7.653423220508331,-8.730320445420423,-0.37239177854958094,-9.11869510549773,-5.851493085231551,-3.7935624685814298,-8.252647676023422,-7.154033267495246,-5.8436262497643705,-2.852053459806923,-9.428687127332246,-7.863294839043426,-8.058882218727842,-4.649440094794906,-5.495516910103312,-7.12159856401596,-7.872651736087439,-5.677125655569792,-6.032785702350804,-5.513434401115322,-7.5133406030794845,-7.299237799305796,-6.138622649834291,-6.113303063935954,-3.870168475629181,-6.832319230109675,-7.265231153351502,-2.436333783825093,-6.671984901630209,-7.66846093936917
